cliente_id,data_solicitacao,valor_solicitado,finalidade_credito,motivo_negativa,tentou_novamente
C129244,2024-12-07,3442.59,Renegociação de Dívidas,Inconsistência Cadastral,Não
C059810,2023-09-26,1100.76,Empréstimo Pessoal,Renda Insuficiente,Não
C149827,2023-10-13,2239.67,Cartão de Crédito,Histórico de Inadimplência,Não
C084725,2024-03-20,3537.22,Compra Parcelada,Score Baixo,Não
C041517,2024-05-24,2672.13,Empréstimo Pessoal,Score Baixo,Não
C043833,2025-02-24,2556.24,Cartão de Crédito,Documentação Incompleta,Não
C108925,2025-01-07,3282.47,Cartão de Crédito,Renda Insuficiente,Não
C096728,2023-12-11,1140.72,Renegociação de Dívidas,Renda Insuficiente,Não
C024550,2023-09-02,2610.59,Limite Conta,Renda Insuficiente,Não
C136346,2025-02-26,2913.26,Empréstimo Pessoal,Renda Insuficiente,Não
C145656,2023-11-24,3665.69,Empréstimo Pessoal,Documentação Incompleta,Não
C007991,2023-07-05,1167.99,Cartão de Crédito,Renda Insuficiente,Não
C063991,2024-02-18,3017.83,Empréstimo Pessoal,Renda Insuficiente,Sim
C140531,2025-01-11,1786.14,Limite Conta,Renda Insuficiente,Não
C093033,2024-06-11,4321.19,Cartão de Crédito,Score Baixo,Não
C116629,2023-08-08,3349.36,Cartão de Crédito,Renda Insuficiente,Não
C033091,2024-10-13,3503.73,Limite Conta,Renda Insuficiente,Sim
C131847,2024-07-24,2337.48,Cartão de Crédito,Renda Insuficiente,Sim
C051529,2024-07-18,1406.86,Cartão de Crédito,Score Baixo,Sim
C023341,2025-05-25,443.02,Cartão de Crédito,Documentação Incompleta,Não
C120493,2025-04-25,2042.24,Cartão de Crédito,Score Baixo,Sim
C029113,2024-03-24,1946.31,Limite Conta,Score Baixo,Não
C118851,2023-09-22,3261.49,Limite Conta,Inconsistência Cadastral,Sim
C063204,2023-11-19,2419.71,Compra Parcelada,Documentação Incompleta,Não
C018822,2025-05-02,3956.69,Empréstimo Pessoal,Histórico de Inadimplência,Não
C112380,2023-09-24,1863.32,Compra Parcelada,Inconsistência Cadastral,Sim
C119308,2023-07-15,2491.99,Cartão de Crédito,Renda Insuficiente,Não
C102394,2024-03-11,3496.32,Compra Parcelada,Documentação Incompleta,Não
C096143,2023-09-28,3375.65,Renegociação de Dívidas,Histórico de Inadimplência,Não
C139807,2025-01-03,2947.83,Limite Conta,Inconsistência Cadastral,Não
C137656,2023-07-21,1663.88,Cartão de Crédito,Renda Insuficiente,Não
C036525,2024-03-08,1270.88,Cartão de Crédito,Inconsistência Cadastral,Sim
C070775,2024-07-15,1264.4,Cartão de Crédito,Score Baixo,Não
C143737,2025-06-14,2563.47,Compra Parcelada,Histórico de Inadimplência,Sim
C128873,2024-02-26,2252.9,Cartão de Crédito,Documentação Incompleta,Não
C067127,2025-03-21,2461.77,Cartão de Crédito,Renda Insuficiente,Não
C076581,2023-11-26,3570.88,Cartão de Crédito,Score Baixo,Não
C100223,2024-01-18,1669.15,Cartão de Crédito,Histórico de Inadimplência,Sim
C018672,2025-05-27,1609.1,Cartão de Crédito,Histórico de Inadimplência,Não
C054826,2025-04-26,3280.3,Renegociação de Dívidas,Score Baixo,Não
C131543,2024-02-28,315.18,Cartão de Crédito,Inconsistência Cadastral,Não
C078601,2023-12-09,1369.72,Empréstimo Pessoal,Documentação Incompleta,Não
C015303,2024-07-17,3965.04,Cartão de Crédito,Inconsistência Cadastral,Não
C055235,2023-08-09,2339.12,Renegociação de Dívidas,Renda Insuficiente,Não
C022539,2025-02-02,2324.38,Compra Parcelada,Inconsistência Cadastral,Não
C028086,2025-04-10,3222.88,Limite Conta,Inconsistência Cadastral,Sim
C036009,2025-05-25,2411.93,Limite Conta,Score Baixo,Não
C010527,2025-01-22,2296.79,Renegociação de Dívidas,Inconsistência Cadastral,Não
C022434,2024-01-05,1729.73,Renegociação de Dívidas,Score Baixo,Sim
C136453,2024-12-13,2766.06,Cartão de Crédito,Inconsistência Cadastral,Não
C021876,2023-09-01,1766.02,Compra Parcelada,Inconsistência Cadastral,Sim
C075314,2024-04-11,2880.41,Empréstimo Pessoal,Score Baixo,Sim
C002103,2025-02-10,1631.03,Limite Conta,Renda Insuficiente,Não
C125835,2025-01-20,2388.88,Compra Parcelada,Histórico de Inadimplência,Sim
C100117,2025-05-28,3824.12,Compra Parcelada,Renda Insuficiente,Sim
C002548,2024-01-14,2909.12,Cartão de Crédito,Renda Insuficiente,Sim
C115223,2024-12-06,2796.19,Compra Parcelada,Histórico de Inadimplência,Não
C061311,2023-09-26,1670.17,Limite Conta,Renda Insuficiente,Não
C072660,2024-05-10,1352.72,Limite Conta,Histórico de Inadimplência,Sim
C108113,2024-05-14,2623.84,Cartão de Crédito,Renda Insuficiente,Não
C074239,2025-03-28,4859.69,Empréstimo Pessoal,Renda Insuficiente,Não
C065634,2025-05-21,1983.95,Compra Parcelada,Renda Insuficiente,Sim
C143652,2023-12-16,3299.75,Renegociação de Dívidas,Documentação Incompleta,Não
C126751,2023-11-08,1236.01,Compra Parcelada,Renda Insuficiente,Não
C019878,2023-10-04,2140.38,Renegociação de Dívidas,Inconsistência Cadastral,Não
C130811,2024-03-16,4027.72,Cartão de Crédito,Score Baixo,Não
C037009,2025-05-09,2802.89,Empréstimo Pessoal,Renda Insuficiente,Sim
C069378,2023-10-03,3130.31,Cartão de Crédito,Score Baixo,Sim
C025284,2023-07-25,3179.45,Empréstimo Pessoal,Documentação Incompleta,Não
C081567,2023-12-02,2849.53,Compra Parcelada,Inconsistência Cadastral,Não
C005319,2025-05-19,2505.28,Empréstimo Pessoal,Documentação Incompleta,Não
C018916,2025-03-22,2038.72,Compra Parcelada,Renda Insuficiente,Não
C115804,2025-02-20,2882.96,Empréstimo Pessoal,Histórico de Inadimplência,Sim
C077538,2023-07-31,2416.49,Cartão de Crédito,Score Baixo,Sim
C089651,2023-10-19,302.61,Empréstimo Pessoal,Score Baixo,Não
C064515,2024-01-29,1918.09,Limite Conta,Renda Insuficiente,Sim
C004337,2024-11-13,1171.08,Empréstimo Pessoal,Renda Insuficiente,Não
C061639,2023-09-29,1803.47,Limite Conta,Documentação Incompleta,Não
C067510,2028-01-01,3208.42,Cartão de Crédito,Documentação Incompleta,Não
C108653,2024-03-06,845.13,Cartão de Crédito,Documentação Incompleta,Não
C149197,2023-09-07,2176.99,Cartão de Crédito,Documentação Incompleta,Sim
C060506,2024-03-05,2750.29,Renegociação de Dívidas,Renda Insuficiente,Não
C131427,2025-03-20,1784.28,Cartão de Crédito,Documentação Incompleta,Sim
C052757,2023-10-25,1602.17,Compra Parcelada,Inconsistência Cadastral,Não
C003812,2025-05-05,2498.22,Cartão de Crédito,Documentação Incompleta,Sim
C027316,2023-12-01,2654.44,Limite Conta,Renda Insuficiente,Sim
C002873,2023-12-21,1873.86,Cartão de Crédito,Score Baixo,Não
C073153,2024-07-30,-500.0,Compra Parcelada,Score Baixo,Sim
C007165,2025-03-31,2143.43,Renegociação de Dívidas,Score Baixo,Não
C142327,2023-07-11,3091.12,Renegociação de Dívidas,Inconsistência Cadastral,Não
C014564,2024-11-04,2885.08,Cartão de Crédito,Inconsistência Cadastral,Não
C024493,2025-03-19,1148.81,Empréstimo Pessoal,Histórico de Inadimplência,Não
C102099,2024-11-10,2172.85,Empréstimo Pessoal,Documentação Incompleta,Sim
C019560,2023-12-12,4643.24,Cartão de Crédito,Histórico de Inadimplência,Não
C070230,2024-12-14,1684.27,Cartão de Crédito,Renda Insuficiente,Não
C090244,2025-05-21,2481.67,Compra Parcelada,Inconsistência Cadastral,Sim
C004711,2024-11-19,3911.86,Empréstimo Pessoal,Documentação Incompleta,Sim
C086528,2024-09-25,2934.29,Cartão de Crédito,Renda Insuficiente,Não
C008386,2024-04-27,3606.92,Compra Parcelada,Renda Insuficiente,Não
C148023,2024-10-26,3914.65,Limite Conta,Renda Insuficiente,Não
C038880,2025-02-08,1747.94,Cartão de Crédito,Renda Insuficiente,Não
C089406,2024-04-15,3241.66,Compra Parcelada,Inconsistência Cadastral,Não
C124626,2024-12-10,2674.89,Limite Conta,Score Baixo,Sim
C055136,2025-06-17,3159.24,Limite Conta,Documentação Incompleta,Não
C141286,2025-05-14,4431.89,Limite Conta,Documentação Incompleta,Não
C047574,2024-12-03,1703.99,Empréstimo Pessoal,Documentação Incompleta,Não
C116798,2023-08-21,2149.48,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C075571,2025-06-13,387.5,Compra Parcelada,Documentação Incompleta,Não
C064757,2024-11-06,3235.83,Cartão de Crédito,Renda Insuficiente,Não
C102760,2025-02-23,3032.2,Renegociação de Dívidas,Renda Insuficiente,Não
C066780,2025-02-20,3029.75,Empréstimo Pessoal,Renda Insuficiente,Não
C073996,2024-06-29,3011.01,Compra Parcelada,Documentação Incompleta,Não
C119668,2024-10-22,3053.34,Compra Parcelada,Renda Insuficiente,Não
C135471,2024-08-01,2548.09,Cartão de Crédito,Inconsistência Cadastral,Não
C063142,2025-04-06,3354.87,Cartão de Crédito,Renda Insuficiente,Não
C113561,2024-11-06,3176.77,Renegociação de Dívidas,Inconsistência Cadastral,Não
C148154,2023-11-13,2173.9,Cartão de Crédito,Histórico de Inadimplência,Não
C123187,2024-09-03,998.15,Renegociação de Dívidas,Histórico de Inadimplência,Não
C021054,2025-03-03,2583.25,Cartão de Crédito,Inconsistência Cadastral,Não
C055057,2024-07-16,2519.67,Renegociação de Dívidas,Documentação Incompleta,Não
C102942,2023-10-28,2726.11,Empréstimo Pessoal,Histórico de Inadimplência,Não
C116036,2024-11-14,3340.28,Renegociação de Dívidas,Score Baixo,Não
C076651,2023-07-03,2827.94,Compra Parcelada,Inconsistência Cadastral,Sim
C086100,2023-08-10,2449.19,Cartão de Crédito,Renda Insuficiente,Não
C070853,2024-01-05,1642.1,Renegociação de Dívidas,Inconsistência Cadastral,Não
C074691,2025-02-10,815.02,Empréstimo Pessoal,Score Baixo,Não
C092667,2024-01-15,2820.13,Cartão de Crédito,Renda Insuficiente,Não
C148884,2024-12-15,4163.14,Cartão de Crédito,Inconsistência Cadastral,Não
C130062,2023-12-13,3808.91,Limite Conta,Renda Insuficiente,Não
C067100,2024-08-16,2753.62,Limite Conta,Score Baixo,Sim
C136909,2023-11-24,1974.54,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C063537,2024-06-07,2493.68,Cartão de Crédito,Renda Insuficiente,Sim
C004378,2023-07-13,2986.82,Empréstimo Pessoal,Score Baixo,Sim
C035812,2024-08-11,1609.05,Cartão de Crédito,Score Baixo,Não
C016563,2024-09-03,2094.91,Cartão de Crédito,Renda Insuficiente,Não
C032838,2024-08-18,3274.88,Empréstimo Pessoal,Renda Insuficiente,Não
C066610,2023-07-02,2572.6,Empréstimo Pessoal,Documentação Incompleta,Não
C123016,2023-10-21,2995.22,Empréstimo Pessoal,Score Baixo,Sim
C019479,2024-01-07,4566.16,Limite Conta,Inconsistência Cadastral,Sim
C141886,2025-03-23,3031.97,Cartão de Crédito,Inconsistência Cadastral,Não
C099897,2023-11-15,3194.57,Cartão de Crédito,Documentação Incompleta,Não
C057265,2024-10-18,1804.86,Cartão de Crédito,Renda Insuficiente,Não
C102033,2024-06-11,4058.26,Cartão de Crédito,Histórico de Inadimplência,Não
C021071,2024-09-07,4088.06,Empréstimo Pessoal,Renda Insuficiente,Não
C145516,2024-03-09,846.06,Compra Parcelada,Inconsistência Cadastral,Não
C035547,2023-07-26,3538.72,Cartão de Crédito,Renda Insuficiente,Não
C113539,2024-12-13,3392.55,Compra Parcelada,Documentação Incompleta,Não
C114444,2024-06-09,932.02,Cartão de Crédito,Histórico de Inadimplência,Não
C009275,2025-02-08,2060.15,Renegociação de Dívidas,Inconsistência Cadastral,Não
C122485,2024-10-21,5176.23,Limite Conta,Renda Insuficiente,Não
C017064,2025-01-16,2761.82,Cartão de Crédito,Renda Insuficiente,Sim
C081764,2024-01-06,3522.14,Cartão de Crédito,Renda Insuficiente,Não
C131084,2024-12-01,3169.58,Renegociação de Dívidas,Renda Insuficiente,Não
C024228,2025-03-23,2161.51,Cartão de Crédito,Renda Insuficiente,Não
C058904,2023-11-13,4191.75,Empréstimo Pessoal,Inconsistência Cadastral,Não
C032496,2024-02-20,2883.82,Compra Parcelada,Inconsistência Cadastral,Não
C130007,2025-03-21,3305.35,Compra Parcelada,Score Baixo,Não
C004810,2023-11-09,1430.86,Cartão de Crédito,Histórico de Inadimplência,Não
C060722,2023-08-02,3965.91,Cartão de Crédito,Score Baixo,Não
C109274,2024-08-15,3482.47,Empréstimo Pessoal,Renda Insuficiente,Não
C016242,2025-03-01,2914.17,Cartão de Crédito,Inconsistência Cadastral,Não
C124110,2025-05-01,1053.44,Cartão de Crédito,Score Baixo,Não
C007114,2023-11-29,1876.47,Cartão de Crédito,Histórico de Inadimplência,Sim
C004698,2025-06-28,2748.03,Cartão de Crédito,Renda Insuficiente,Não
C112620,2024-07-16,1642.81,Cartão de Crédito,Score Baixo,Não
C069574,2024-12-04,1717.31,Compra Parcelada,Inconsistência Cadastral,Não
C131335,2023-10-13,1245.07,Limite Conta,Inconsistência Cadastral,Não
C005277,2024-07-12,2860.3,Compra Parcelada,Inconsistência Cadastral,Sim
C119925,2024-01-07,2758.0,Empréstimo Pessoal,Renda Insuficiente,Não
C057017,2025-03-29,166.51,Empréstimo Pessoal,Histórico de Inadimplência,Não
C074088,2024-08-28,4187.21,Empréstimo Pessoal,Renda Insuficiente,Não
C010842,2024-06-21,1771.64,Empréstimo Pessoal,Histórico de Inadimplência,Não
C082890,2023-11-17,2267.7,Compra Parcelada,Inconsistência Cadastral,Não
C095498,2023-07-08,884.55,Empréstimo Pessoal,Renda Insuficiente,Não
C107721,2024-06-04,1484.8,Cartão de Crédito,Score Baixo,Sim
C086415,2025-01-14,1807.19,Cartão de Crédito,Score Baixo,Sim
C044020,2023-09-17,4134.87,Cartão de Crédito,Histórico de Inadimplência,Não
C061577,2024-12-08,2735.24,Cartão de Crédito,Renda Insuficiente,Sim
C095770,2025-04-19,2741.71,Compra Parcelada,Score Baixo,Não
C038003,2025-03-09,4038.15,Compra Parcelada,Documentação Incompleta,Não
C005526,2025-04-08,2767.13,Cartão de Crédito,,Não
C053869,2023-07-04,1996.56,Cartão de Crédito,Score Baixo,Não
C094579,2025-03-14,2528.89,Renegociação de Dívidas,Renda Insuficiente,Não
C138284,2024-06-07,2299.39,Empréstimo Pessoal,Inconsistência Cadastral,Não
C067877,2025-01-26,3354.54,Cartão de Crédito,Histórico de Inadimplência,Não
C130286,2023-09-04,4374.36,Cartão de Crédito,Documentação Incompleta,Não
C102109,2024-10-06,3707.37,Empréstimo Pessoal,Renda Insuficiente,Não
C064102,2025-05-16,1296.74,Empréstimo Pessoal,Inconsistência Cadastral,Sim
C137770,2025-04-21,3833.36,Cartão de Crédito,Score Baixo,Não
C095182,2024-03-20,2247.49,Empréstimo Pessoal,Inconsistência Cadastral,Não
C006331,2023-11-05,2183.74,Renegociação de Dívidas,Renda Insuficiente,Não
C005241,2024-09-03,1284.02,Cartão de Crédito,Renda Insuficiente,Não
C116568,2025-02-11,2371.85,Renegociação de Dívidas,Score Baixo,Não
C101198,2023-07-11,2263.29,Renegociação de Dívidas,Score Baixo,Não
C087755,2024-04-14,1471.28,Cartão de Crédito,,Sim
C084288,2025-03-01,2450.95,Cartão de Crédito,Inconsistência Cadastral,Não
C020827,2023-10-30,2692.35,Cartão de Crédito,Renda Insuficiente,Não
C075062,2023-12-25,3285.27,Empréstimo Pessoal,Documentação Incompleta,Não
C066315,2024-05-26,2318.09,Renegociação de Dívidas,Inconsistência Cadastral,Não
C053763,2023-08-20,2434.87,Cartão de Crédito,Inconsistência Cadastral,Não
C023532,2023-09-02,2337.1,Cartão de Crédito,Renda Insuficiente,Não
C127018,2024-06-27,3889.25,Renegociação de Dívidas,Score Baixo,Não
C048460,2024-07-08,2448.66,Cartão de Crédito,Score Baixo,Não
C146457,2024-05-12,2400.58,Limite Conta,Score Baixo,Sim
C125519,2025-04-25,785.44,Empréstimo Pessoal,Renda Insuficiente,Não
C031456,2024-09-24,2735.45,Renegociação de Dívidas,Inconsistência Cadastral,Não
C036772,2024-08-23,2321.4,Renegociação de Dívidas,Inconsistência Cadastral,Não
C077762,2023-12-13,3350.63,Renegociação de Dívidas,Score Baixo,Não
C081514,2024-03-14,1531.15,Cartão de Crédito,Inconsistência Cadastral,Não
C128385,2025-02-26,2686.63,Compra Parcelada,Renda Insuficiente,Sim
C128291,2024-01-02,1441.67,Cartão de Crédito,Inconsistência Cadastral,Não
C128644,2023-09-01,4147.46,Empréstimo Pessoal,Documentação Incompleta,Sim
C043631,2024-01-28,1672.59,Cartão de Crédito,Documentação Incompleta,Sim
C009315,2024-03-05,3485.1,Empréstimo Pessoal,Score Baixo,Não
C079527,2025-03-08,2063.53,Compra Parcelada,Score Baixo,Não
C134581,2024-09-06,1568.34,Empréstimo Pessoal,Documentação Incompleta,Não
C082416,2025-06-25,3112.51,Renegociação de Dívidas,Renda Insuficiente,Sim
C071298,2024-05-29,1753.7,Cartão de Crédito,Renda Insuficiente,Não
C081160,2024-11-09,3514.97,Empréstimo Pessoal,Renda Insuficiente,Não
C047585,2025-01-31,3677.0,Cartão de Crédito,Inconsistência Cadastral,Não
C017396,2025-04-22,3868.33,Compra Parcelada,Inconsistência Cadastral,Não
C126789,2025-01-14,1806.79,Renegociação de Dívidas,Documentação Incompleta,Sim
C016765,2024-08-09,2562.68,Renegociação de Dívidas,Histórico de Inadimplência,Sim
C015113,2025-04-01,3667.6,Cartão de Crédito,Inconsistência Cadastral,Não
C060159,2025-02-20,3452.62,Cartão de Crédito,Score Baixo,Não
C052725,2023-11-24,2855.73,Cartão de Crédito,Score Baixo,Não
C118664,2025-03-28,3403.81,Empréstimo Pessoal,Documentação Incompleta,Não
C041361,2024-09-18,2244.43,Cartão de Crédito,Renda Insuficiente,Sim
C108928,2025-05-22,2847.71,Empréstimo Pessoal,Documentação Incompleta,Não
C039667,2025-04-12,1798.3,Limite Conta,Renda Insuficiente,Não
C029815,2024-08-04,2143.19,Empréstimo Pessoal,Score Baixo,Não
C113219,2025-02-15,2536.86,Compra Parcelada,Documentação Incompleta,Sim
C048522,2028-01-01,-500.0,Cartão de Crédito,Score Baixo,Sim
C131623,2025-03-13,3157.49,Empréstimo Pessoal,Histórico de Inadimplência,Não
C069932,2025-04-21,3463.82,Compra Parcelada,Inconsistência Cadastral,Não
C049442,2023-10-31,2810.47,Cartão de Crédito,Renda Insuficiente,Não
C072037,2024-08-14,3450.84,Renegociação de Dívidas,Documentação Incompleta,Não
C060033,2023-11-01,-500.0,Limite Conta,Histórico de Inadimplência,Sim
C140552,2024-03-03,2825.0,Empréstimo Pessoal,Renda Insuficiente,Sim
C144275,2024-07-01,2603.03,Cartão de Crédito,Histórico de Inadimplência,Sim
C063856,2023-08-22,2484.94,Cartão de Crédito,Renda Insuficiente,Não
C006709,2024-01-26,1496.69,Cartão de Crédito,Renda Insuficiente,Não
C124851,2025-02-10,4314.76,Cartão de Crédito,Renda Insuficiente,Não
C128531,2023-08-25,1862.56,Renegociação de Dívidas,Histórico de Inadimplência,Não
C109874,2024-04-24,2047.76,Compra Parcelada,Inconsistência Cadastral,Sim
C014926,2024-04-01,2491.54,Renegociação de Dívidas,Inconsistência Cadastral,Não
C092087,2024-03-26,3603.46,Empréstimo Pessoal,Renda Insuficiente,Sim
C084679,2023-12-02,3551.19,Renegociação de Dívidas,Score Baixo,Não
C133522,2025-04-01,734.13,Cartão de Crédito,Renda Insuficiente,Não
C072369,2025-05-11,1490.8,Limite Conta,Score Baixo,Sim
C129632,2024-05-24,1222.12,Renegociação de Dívidas,Renda Insuficiente,Sim
C078764,2024-10-17,4253.65,Empréstimo Pessoal,Histórico de Inadimplência,Não
C034479,2024-10-02,3766.72,Cartão de Crédito,Score Baixo,Sim
C114792,2025-03-03,2530.47,Empréstimo Pessoal,Inconsistência Cadastral,Não
C092269,2024-04-27,3353.07,Renegociação de Dívidas,Score Baixo,Não
C098214,2023-12-07,1523.98,Compra Parcelada,Score Baixo,Sim
C133162,2024-02-06,1496.68,Cartão de Crédito,Documentação Incompleta,Não
C039704,2024-01-19,2985.72,Renegociação de Dívidas,Renda Insuficiente,Sim
C049644,2024-02-19,1315.54,Compra Parcelada,Score Baixo,Sim
C066527,2023-10-18,3030.41,Limite Conta,Score Baixo,Não
C096978,2024-05-03,2237.78,Compra Parcelada,Histórico de Inadimplência,Não
C111183,2023-10-03,2965.71,Empréstimo Pessoal,Documentação Incompleta,Não
C052720,2024-11-13,2007.66,Cartão de Crédito,Renda Insuficiente,Não
C144734,2024-09-01,2183.17,Empréstimo Pessoal,Score Baixo,Sim
C053910,2024-11-27,1414.58,Cartão de Crédito,Score Baixo,Não
C084865,2024-12-27,2345.85,Cartão de Crédito,Renda Insuficiente,Não
C129561,2023-10-12,2844.82,Empréstimo Pessoal,Renda Insuficiente,Sim
C137163,2025-01-30,4305.17,Compra Parcelada,Score Baixo,Sim
C141601,2025-06-25,1922.13,Empréstimo Pessoal,Documentação Incompleta,Não
C115328,2023-11-23,1238.18,Renegociação de Dívidas,Score Baixo,Não
C014150,2024-07-25,3052.03,Cartão de Crédito,Renda Insuficiente,Não
C127093,2024-11-21,1169.06,Limite Conta,Histórico de Inadimplência,Não
C115823,2024-11-28,1919.75,Renegociação de Dívidas,Inconsistência Cadastral,Não
C020780,2024-05-04,1582.52,Limite Conta,Score Baixo,Não
C112659,2024-01-12,3306.19,Cartão de Crédito,Inconsistência Cadastral,Não
C079760,2024-03-15,2114.59,Limite Conta,Histórico de Inadimplência,Não
C070654,2023-07-29,3248.03,Empréstimo Pessoal,Renda Insuficiente,Não
C092305,2024-04-14,402.68,Cartão de Crédito,Inconsistência Cadastral,Não
C052399,2024-09-25,2420.7,Empréstimo Pessoal,Documentação Incompleta,Não
C013290,2028-01-01,1863.24,Compra Parcelada,Score Baixo,Não
C036642,2023-12-30,3471.14,Compra Parcelada,Inconsistência Cadastral,Sim
C109525,2023-07-27,1387.93,Cartão de Crédito,Documentação Incompleta,Não
C147188,2024-01-16,2115.21,Empréstimo Pessoal,Inconsistência Cadastral,Não
C040865,2025-05-14,2106.21,Limite Conta,Histórico de Inadimplência,Não
C047452,2025-05-13,3778.59,Cartão de Crédito,Renda Insuficiente,Não
C114268,2024-10-02,2063.78,Cartão de Crédito,Score Baixo,Não
C074680,2024-04-02,1047.31,Empréstimo Pessoal,Inconsistência Cadastral,Não
C009072,2023-10-28,1582.72,Renegociação de Dívidas,Renda Insuficiente,Não
C106112,2024-01-17,2285.34,Limite Conta,Histórico de Inadimplência,Não
C012010,2024-10-11,1691.15,Cartão de Crédito,Inconsistência Cadastral,Sim
C102706,2025-02-08,3039.18,Cartão de Crédito,Score Baixo,Sim
C075517,2025-01-28,1226.36,Cartão de Crédito,Documentação Incompleta,Sim
C092021,2024-10-22,1736.83,Cartão de Crédito,Renda Insuficiente,Não
C140067,2023-08-05,1999.61,Cartão de Crédito,Inconsistência Cadastral,Não
C091547,2024-03-27,2678.97,Limite Conta,Histórico de Inadimplência,Não
C105665,2024-02-21,2265.52,Empréstimo Pessoal,Inconsistência Cadastral,Não
C078220,2024-02-21,3061.47,Cartão de Crédito,Inconsistência Cadastral,Não
C069605,2024-01-23,3990.46,Empréstimo Pessoal,Score Baixo,Sim
C133068,2024-12-17,1953.96,Compra Parcelada,Renda Insuficiente,Não
C147729,2025-06-14,1957.63,Empréstimo Pessoal,Documentação Incompleta,Sim
C110805,2023-11-15,3710.31,Cartão de Crédito,Score Baixo,Sim
C076530,2025-05-21,1556.07,Compra Parcelada,Score Baixo,Sim
C061585,2023-12-22,3061.55,Compra Parcelada,Score Baixo,Não
C012307,2024-05-28,2061.0,Cartão de Crédito,Documentação Incompleta,Sim
C124808,2024-07-14,4602.87,Compra Parcelada,Score Baixo,Não
C013027,2024-07-23,2967.3,Cartão de Crédito,Histórico de Inadimplência,Sim
C145743,2024-05-06,2309.55,Renegociação de Dívidas,Renda Insuficiente,Não
C121016,2024-10-03,2360.16,Renegociação de Dívidas,Inconsistência Cadastral,Sim
C108395,2024-08-06,1432.3,Cartão de Crédito,Renda Insuficiente,Sim
C123733,2025-04-01,4218.73,Compra Parcelada,Renda Insuficiente,Não
C059338,2024-02-25,2756.65,Empréstimo Pessoal,Renda Insuficiente,Não
C136810,2023-08-06,1905.96,Renegociação de Dívidas,Renda Insuficiente,Não
C051754,2023-10-29,2743.01,Empréstimo Pessoal,Renda Insuficiente,Sim
C052690,2024-07-22,1331.89,Cartão de Crédito,Renda Insuficiente,Não
C018415,2024-05-08,4293.0,Limite Conta,Histórico de Inadimplência,Não
C048335,2025-02-11,1610.0,Empréstimo Pessoal,Histórico de Inadimplência,Não
C042745,2023-12-04,4102.81,Empréstimo Pessoal,Score Baixo,Não
C020187,2023-12-04,3104.45,Empréstimo Pessoal,Histórico de Inadimplência,Não
C079220,2024-07-12,1410.57,Empréstimo Pessoal,Renda Insuficiente,Não
C069438,2024-04-26,2878.47,Renegociação de Dívidas,Histórico de Inadimplência,Não
C019920,2024-04-21,2813.26,Cartão de Crédito,Histórico de Inadimplência,Não
C035717,2024-04-27,2818.72,Compra Parcelada,Histórico de Inadimplência,Não
C060529,2024-07-20,2783.56,Limite Conta,Renda Insuficiente,Não
C055399,2024-07-22,3367.49,Limite Conta,Score Baixo,Não
C018490,2025-04-30,2773.75,Compra Parcelada,Score Baixo,Sim
C061129,2024-03-09,3631.01,Cartão de Crédito,Inconsistência Cadastral,Não
C050542,2024-09-06,3236.7,Cartão de Crédito,Documentação Incompleta,Não
C033384,2025-02-04,1335.79,Empréstimo Pessoal,Documentação Incompleta,Não
C100310,2023-07-17,3943.28,Cartão de Crédito,Renda Insuficiente,Não
C038639,2024-12-08,2166.47,Limite Conta,Inconsistência Cadastral,Não
C086674,2024-06-01,1562.84,Compra Parcelada,Histórico de Inadimplência,Não
C032397,2024-12-22,3160.32,Renegociação de Dívidas,Inconsistência Cadastral,Não
C043494,2025-04-23,2429.27,Limite Conta,Renda Insuficiente,Sim
C014971,2025-01-12,2877.63,Limite Conta,Renda Insuficiente,Não
C105247,2024-09-23,2040.95,Compra Parcelada,Renda Insuficiente,Não
C010092,2024-05-28,3737.09,Empréstimo Pessoal,Renda Insuficiente,Sim
C063578,2025-05-06,1921.06,Renegociação de Dívidas,Renda Insuficiente,Não
C122094,2024-09-14,3300.34,Compra Parcelada,,Sim
C096071,2023-12-20,2578.21,Renegociação de Dívidas,Score Baixo,Sim
C054074,2024-11-22,739.23,Empréstimo Pessoal,Renda Insuficiente,Não
C059542,2024-11-07,1071.49,Cartão de Crédito,Renda Insuficiente,Não
C050604,2024-12-26,3023.06,Cartão de Crédito,Score Baixo,Não
C071443,2024-06-03,3347.74,Empréstimo Pessoal,Renda Insuficiente,Não
C055802,2024-02-06,3469.7,Limite Conta,Documentação Incompleta,Não
C021209,2023-11-17,844.03,Renegociação de Dívidas,Score Baixo,Não
C138596,2025-03-31,2659.93,Compra Parcelada,Inconsistência Cadastral,Não
C081816,2024-04-25,2937.41,Renegociação de Dívidas,Score Baixo,Não
C126367,2025-06-22,1503.99,Compra Parcelada,Score Baixo,Não
C044909,2024-02-19,2336.44,Cartão de Crédito,Inconsistência Cadastral,Não
C021067,2024-06-07,1962.62,Cartão de Crédito,Histórico de Inadimplência,Sim
C017470,2024-05-10,220.63,Empréstimo Pessoal,Renda Insuficiente,Sim
C145453,2024-07-12,2157.38,Cartão de Crédito,Documentação Incompleta,Sim
C115709,2024-12-06,1780.79,Empréstimo Pessoal,Renda Insuficiente,Não
C127965,2025-04-30,2876.1,Cartão de Crédito,Inconsistência Cadastral,Não
